Row Labels,Count of CaseNumber,,,,,,,
2754,1,,,,,,,
2019-0D7-006546,1,,,,,,,
2754,1,,,,,,,
2019-0D7-007932,1,,,,,,,
2754,1,,,,,,,
2019-0F1-000123,1,,,,,,,
3029,1,,,,,,,
2019-0F1-000127,1,,,,,,,
3029,1,,,,,,,
2019-0F1-000134,1,,,,,,,
3029,1,,,,,,,
2019-0F1-000142,1,,,,,,,
3029,1,,,,,,,
2019-0F1-000170,1,,,,,,,
3029,1,,,,,,,
2019-0F1-000174,1,,,,,,,
3029,1,,,,,,,
2019-0F1-000606,1,,,,,,,
3265,1,,,,,,,
2019-0F1-001272,2,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
2019-0F1-001273,2,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
2019-0F1-001310,2,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
2019-0F1-001572,2,,,,,,,
3363,1,,,,,,,
3552,1,,,,,,,
2019-0F1-001590,1,,,,,,,
3045,1,,,,,,,
2019-0F1-001602,1,,,,,,,
3045,1,,,,,,,
2019-0F1-001690,1,,,,,,,
3120,1,,,,,,,
2019-0F1-001865,1,,,,,,,
3484,1,,,,,,,
2019-0F1-002004,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002044,1,,,,,,,
3973,1,,,,,,,
2019-0F1-002148,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002159,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002160,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002170,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002175,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002181,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002183,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002205,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002329,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002376,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002528,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002663,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002666,1,,,,,,,
3029,1,,,,,,,
2019-0F1-002672,1,,,,,,,
3029,1,,,,,,,
2019-0F1-003288,1,,,,,,,
3029,1,,,,,,,
2019-0F1-003294,1,,,,,,,
3029,1,,,,,,,
2019-0F1-003333,1,,,,,,,
3029,1,,,,,,,
2019-0F1-003492,1,,,,,,,
3029,1,,,,,,,
2019-0F1-003512,1,,,,,,,
3029,1,,,,,,,
2019-0F1-003532,1,,,,,,,
3029,1,,,,,,,
2019-0F1-003683,1,,,,,,,
3029,1,,,,,,,
2019-0F1-003691,1,,,,,,,
3029,1,,,,,,,
2019-0F1-003694,3,,,,,,,
3029,3,,,,,,,
2019-0F1-003699,1,,,,,,,
3029,1,,,,,,,
2019-0F1-003702,1,,,,,,,
3029,1,,,,,,,
2019-0F1-004161,3,,,,,,,
3441,1,,,,,,,
3973,1,,,,,,,
4008,1,,,,,,,
2019-0F1-004304,3,,,,,,,
1571,1,,,,,,,
3285,1,,,,,,,
3441,1,,,,,,,
2019-0F1-004586,1,,,,,,,
3029,1,,,,,,,
2019-0F1-004594,1,,,,,,,
3029,1,,,,,,,
2019-0F1-004597,1,,,,,,,
3029,1,,,,,,,
2019-0F1-004626,1,,,,,,,
3029,1,,,,,,,
2019-0F1-004731,5,,,,,,,
3029,5,,,,,,,
2019-0F1-004746,6,,,,,,,
3029,6,,,,,,,
2019-0F1-004861,1,,,,,,,
3029,1,,,,,,,
2019-0F1-004878,1,,,,,,,
3029,1,,,,,,,
2019-0F1-004884,1,,,,,,,
3029,1,,,,,,,
2019-0F1-004885,1,,,,,,,
3029,1,,,,,,,
2019-0F1-005278,1,,,,,,,
3956,1,,,,,,,
2019-0F1-005333,2,,,,,,,
3441,1,,,,,,,
3912,1,,,,,,,
2019-0F1-005470,1,,,,,,,
3029,1,,,,,,,
2019-0F1-005475,1,,,,,,,
3029,1,,,,,,,
2019-0F1-005477,1,,,,,,,
3029,1,,,,,,,
2019-0F1-005507,1,,,,,,,
3029,1,,,,,,,
2019-0F1-005510,1,,,,,,,
3029,1,,,,,,,
2019-0F1-005789,9,,,,,,,
995,3,,,,,,,
3019,3,,,,,,,
3139,3,,,,,,,
2019-0F1-005943,1,,,,,,,
3029,1,,,,,,,
2019-0F1-005944,1,,,,,,,
3029,1,,,,,,,
2019-0F1-005948,1,,,,,,,
3029,1,,,,,,,
2019-0F1-005950,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006001,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006154,1,,,,,,,
3960,1,,,,,,,
2019-0F1-006251,1,,,,,,,
3383,1,,,,,,,
2019-0F1-006390,1,,,,,,,
3431,1,,,,,,,
2019-0F1-006582,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006585,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006586,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006597,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006598,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006600,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006601,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006616,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006751,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006754,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006765,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006769,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006795,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006895,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006909,1,,,,,,,
3029,1,,,,,,,
2019-0F1-006913,2,,,,,,,
3029,2,,,,,,,
2019-0F1-006927,1,,,,,,,
3029,1,,,,,,,
2019-0F1-007258,1,,,,,,,
4003,1,,,,,,,
2019-0F1-007403,2,,,,,,,
3857,1,,,,,,,
3960,1,,,,,,,
2019-0F1-007410,1,,,,,,,
3956,1,,,,,,,
2019-0F1-007542,1,,,,,,,
2580,1,,,,,,,
2019-0F1-007623,2,,,,,,,
1415,1,,,,,,,
3246,1,,,,,,,
2019-0F1-007662,1,,,,,,,
3029,1,,,,,,,
2019-0F1-007701,4,,,,,,,
3029,2,,,,,,,
3995,2,,,,,,,
2019-0F1-007767,3,,,,,,,
1084,1,,,,,,,
1829,1,,,,,,,
3045,1,,,,,,,
2019-0F1-007826,1,,,,,,,
3029,1,,,,,,,
2019-0F1-007827,1,,,,,,,
3029,1,,,,,,,
2019-0F1-007836,1,,,,,,,
3029,1,,,,,,,
2019-0F1-007838,1,,,,,,,
3029,1,,,,,,,
2019-0F1-007844,1,,,,,,,
3029,1,,,,,,,
2019-0F1-007853,4,,,,,,,
2580,1,,,,,,,
3029,1,,,,,,,
3194,1,,,,,,,
3363,1,,,,,,,
2019-0F1-007887,1,,,,,,,
1975,1,,,,,,,
2019-0F1-008068,1,,,,,,,
4003,1,,,,,,,
2019-0F1-008106,1,,,,,,,
3045,1,,,,,,,
2019-0F1-008172,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008180,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008187,1,,,,,,,
3576,1,,,,,,,
2019-0F1-008339,2,,,,,,,
3912,2,,,,,,,
2019-0F1-008644,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008655,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008661,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008664,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008698,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008770,1,,,,,,,
2763,1,,,,,,,
2019-0F1-008827,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008832,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008835,2,,,,,,,
3029,1,,,,,,,
3912,1,,,,,,,
2019-0F1-008836,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008843,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008975,1,,,,,,,
3287,1,,,,,,,
2019-0F1-008987,1,,,,,,,
3029,1,,,,,,,
2019-0F1-008993,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009002,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009010,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009012,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009030,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009043,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009051,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009318,1,,,,,,,
2991,1,,,,,,,
2019-0F1-009324,2,,,,,,,
1829,1,,,,,,,
2559,1,,,,,,,
2019-0F1-009795,1,,,,,,,
2851,1,,,,,,,
2019-0F1-009820,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009828,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009835,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009868,1,,,,,,,
3045,1,,,,,,,
2019-0F1-009869,1,,,,,,,
3045,1,,,,,,,
2019-0F1-009878,1,,,,,,,
3045,1,,,,,,,
2019-0F1-009954,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009959,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009963,1,,,,,,,
3029,1,,,,,,,
2019-0F1-009977,1,,,,,,,
3029,1,,,,,,,
2019-0F1-010140,1,,,,,,,
3029,1,,,,,,,
2019-0F1-010142,1,,,,,,,
3029,1,,,,,,,
2019-0F1-010158,1,,,,,,,
3029,1,,,,,,,
2019-0F1-010213,1,,,,,,,
3045,1,,,,,,,
2019-0F1-010220,1,,,,,,,
3045,1,,,,,,,
2019-0F1-010329,1,,,,,,,
3029,1,,,,,,,
2019-0F1-010332,1,,,,,,,
3029,1,,,,,,,
2019-0F1-010333,1,,,,,,,
3029,1,,,,,,,
2019-0F1-010344,1,,,,,,,
3029,1,,,,,,,
2019-0F1-010374,2,,,,,,,
3029,2,,,,,,,
2019-0F1-010508,2,,,,,,,
3552,2,,,,,,,
2019-0F1-010564,4,,,,,,,
863,1,,,,,,,
1118,1,,,,,,,
2753,1,,,,,,,
3045,1,,,,,,,
2019-0F1-010974,1,,,,,,,
1980,1,,,,,,,
2019-0F1-010975,2,,,,,,,
1980,1,,,,,,,
4003,1,,,,,,,
2019-0F1-011355,3,,,,,,,
2434,1,,,,,,,
3012,1,,,,,,,
3045,1,,,,,,,
2019-0F1-011475,1,,,,,,,
3912,1,,,,,,,
2019-0F1-011595,2,,,,,,,
1980,1,,,,,,,
3973,1,,,,,,,
2019-0F1-011626,1,,,,,,,
995,1,,,,,,,
2019-0F1-011857,1,,,,,,,
2706,1,,,,,,,
2019-0F1-012110,3,,,,,,,
1980,3,,,,,,,
2019-0F1-012120,1,,,,,,,
3857,1,,,,,,,
2019-0F1-012146,1,,,,,,,
3045,1,,,,,,,
2019-0F1-012157,1,,,,,,,
3045,1,,,,,,,
2019-0F1-012191,1,,,,,,,
3045,1,,,,,,,
2019-0F1-012303,1,,,,,,,
3045,1,,,,,,,
2019-0F1-012311,1,,,,,,,
2226,1,,,,,,,
2019-0F1-012433,1,,,,,,,
3029,1,,,,,,,
2019-0F1-012439,2,,,,,,,
3029,2,,,,,,,
2019-0F1-012440,1,,,,,,,
3029,1,,,,,,,
2019-0F1-012613,1,,,,,,,
3029,1,,,,,,,
2019-0F1-012623,1,,,,,,,
3029,1,,,,,,,
2019-0F1-012624,1,,,,,,,
3029,1,,,,,,,
2019-0F1-012632,1,,,,,,,
3029,1,,,,,,,
2019-0F1-012778,1,,,,,,,
3029,1,,,,,,,
2019-0F1-012792,2,,,,,,,
3029,1,,,,,,,
3149,1,,,,,,,
2019-0F1-012799,1,,,,,,,
3029,1,,,,,,,
2019-0F1-012801,1,,,,,,,
3029,1,,,,,,,
2019-0F1-012851,1,,,,,,,
3045,1,,,,,,,
2019-0F1-012857,1,,,,,,,
3045,1,,,,,,,
2019-0F1-013273,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013282,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013374,1,,,,,,,
2933,1,,,,,,,
2019-0F1-013426,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013431,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013432,4,,,,,,,
3876,2,,,,,,,
3912,2,,,,,,,
2019-0F1-013436,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013443,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013496,1,,,,,,,
3139,1,,,,,,,
2019-0F1-013513,1,,,,,,,
2474,1,,,,,,,
2019-0F1-013624,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013625,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013629,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013630,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013631,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013635,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013661,2,,,,,,,
3029,1,,,,,,,
3194,1,,,,,,,
2019-0F1-013778,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013779,2,,,,,,,
3029,1,,,,,,,
3331,1,,,,,,,
2019-0F1-013781,1,,,,,,,
3029,1,,,,,,,
2019-0F1-013787,1,,,,,,,
3029,1,,,,,,,
2019-0F1-014420,1,,,,,,,
3029,1,,,,,,,
2019-0F1-014426,1,,,,,,,
3029,1,,,,,,,
2019-0F1-014433,1,,,,,,,
3029,1,,,,,,,
2019-0F1-014467,1,,,,,,,
3029,1,,,,,,,
2019-0F1-014479,1,,,,,,,
3045,1,,,,,,,
2019-0F1-014568,2,,,,,,,
2851,1,,,,,,,
3196,1,,,,,,,
2019-0F1-014593,1,,,,,,,
3029,1,,,,,,,
2019-0F1-014595,1,,,,,,,
3029,1,,,,,,,
2019-0F1-014598,1,,,,,,,
3029,1,,,,,,,
2019-0F1-014637,2,,,,,,,
3029,2,,,,,,,
2019-0F1-014654,2,,,,,,,
2740,1,,,,,,,
3048,1,,,,,,,
2019-0F1-014768,1,,,,,,,
3331,1,,,,,,,
2019-0F1-014789,4,,,,,,,
2580,2,,,,,,,
4003,2,,,,,,,
2019-0F1-014925,1,,,,,,,
3029,1,,,,,,,
2019-0F1-014926,1,,,,,,,
3029,1,,,,,,,
2019-0F1-014937,1,,,,,,,
3029,1,,,,,,,
2019-0F1-014990,1,,,,,,,
3441,1,,,,,,,
2019-0F1-015049,2,,,,,,,
2991,2,,,,,,,
2019-0F1-015117,1,,,,,,,
3479,1,,,,,,,
2019-0F1-015427,1,,,,,,,
3285,1,,,,,,,
2019-0F1-015541,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015543,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015544,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015547,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015558,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015717,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015722,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015726,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015728,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015729,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015761,2,,,,,,,
3029,1,,,,,,,
4008,1,,,,,,,
2019-0F1-015902,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015906,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015909,1,,,,,,,
3029,1,,,,,,,
2019-0F1-015913,9,,,,,,,
692,3,,,,,,,
3331,3,,,,,,,
4003,3,,,,,,,
2019-0F1-016086,1,,,,,,,
3029,1,,,,,,,
2019-0F1-016098,1,,,,,,,
3029,1,,,,,,,
2019-0F1-016171,1,,,,,,,
3045,1,,,,,,,
2019-0F1-016708,3,,,,,,,
2398,1,,,,,,,
2580,1,,,,,,,
3149,1,,,,,,,
2019-0F1-016886,1,,,,,,,
4008,1,,,,,,,
2019-0F1-018006,1,,,,,,,
692,1,,,,,,,
2019-0F1-018009,1,,,,,,,
692,1,,,,,,,
2019-0F1-018012,4,,,,,,,
2266,4,,,,,,,
2019-0F1-018106,1,,,,,,,
3029,1,,,,,,,
2019-0F1-018118,2,,,,,,,
3029,1,,,,,,,
3194,1,,,,,,,
2019-0F1-018121,1,,,,,,,
3029,1,,,,,,,
2019-0F1-018122,1,,,,,,,
4003,1,,,,,,,
2019-0F1-018127,1,,,,,,,
3029,1,,,,,,,
2019-0F1-018281,2,,,,,,,
995,1,,,,,,,
2991,1,,,,,,,
2019-0F1-018327,4,,,,,,,
3552,2,,,,,,,
3960,2,,,,,,,
2019-0F1-018341,1,,,,,,,
1571,1,,,,,,,
2019-0F1-018378,4,,,,,,,
3029,2,,,,,,,
3045,2,,,,,,,
2019-0F1-018425,1,,,,,,,
2242,1,,,,,,,
2019-0F1-018525,1,,,,,,,
3045,1,,,,,,,
2019-0F1-018532,1,,,,,,,
3045,1,,,,,,,
2019-0F1-018538,2,,,,,,,
3045,2,,,,,,,
2019-0F1-018668,1,,,,,,,
3029,1,,,,,,,
2019-0F1-018684,2,,,,,,,
3285,2,,,,,,,
2019-0F1-018858,1,,,,,,,
3029,1,,,,,,,
2019-0F1-018861,1,,,,,,,
3029,1,,,,,,,
2019-0F1-018867,1,,,,,,,
3029,1,,,,,,,
2019-0F1-018875,1,,,,,,,
3029,1,,,,,,,
2019-0F1-018877,2,,,,,,,
3029,1,,,,,,,
4008,1,,,,,,,
2019-0F1-018881,2,,,,,,,
3484,1,,,,,,,
3950,1,,,,,,,
2019-0F1-019085,1,,,,,,,
3576,1,,,,,,,
2019-0F1-019421,1,,,,,,,
3029,1,,,,,,,
2019-0F1-019497,1,,,,,,,
3045,1,,,,,,,
2019-0F1-019502,1,,,,,,,
3045,1,,,,,,,
2019-0F1-019601,1,,,,,,,
3029,1,,,,,,,
2019-0F1-019602,1,,,,,,,
3029,1,,,,,,,
2019-0F1-019605,1,,,,,,,
3950,1,,,,,,,
2019-0F1-019610,1,,,,,,,
3029,1,,,,,,,
2019-0F1-019763,1,,,,,,,
3029,1,,,,,,,
2019-0F1-019766,1,,,,,,,
3029,1,,,,,,,
2019-0F1-019771,1,,,,,,,
3441,1,,,,,,,
2019-0F1-019772,1,,,,,,,
3029,1,,,,,,,
2019-0F1-019779,3,,,,,,,
2580,1,,,,,,,
2605,1,,,,,,,
3995,1,,,,,,,
2019-0F1-019790,1,,,,,,,
3194,1,,,,,,,
2019-0F1-019949,1,,,,,,,
3029,1,,,,,,,
2019-0F1-019967,4,,,,,,,
2397,1,,,,,,,
3194,1,,,,,,,
3950,1,,,,,,,
4008,1,,,,,,,
2019-0F1-020258,1,,,,,,,
995,1,,,,,,,
2019-0F1-020358,1,,,,,,,
3194,1,,,,,,,
2019-0F1-020637,1,,,,,,,
1980,1,,,,,,,
2019-0F1-020740,1,,,,,,,
2050,1,,,,,,,
2019-0F1-020866,2,,,,,,,
3484,1,,,,,,,
3912,1,,,,,,,
2019-0F1-021071,1,,,,,,,
3973,1,,,,,,,
2019-0F1-021254,2,,,,,,,
3484,1,,,,,,,
4008,1,,,,,,,
2019-0F1-021255,2,,,,,,,
3484,1,,,,,,,
4008,1,,,,,,,
2019-0F1-021434,1,,,,,,,
3973,1,,,,,,,
2019-0F1-021443,1,,,,,,,
3194,1,,,,,,,
2019-0F1-021444,1,,,,,,,
3194,1,,,,,,,
2019-0F1-021464,2,,,,,,,
3194,2,,,,,,,
2019-0F1-021542,1,,,,,,,
2474,1,,,,,,,
2019-0F1-022261,1,,,,,,,
2613,1,,,,,,,
2019-0F1-022677,1,,,,,,,
3045,1,,,,,,,
2019-0F1-022678,1,,,,,,,
3045,1,,,,,,,
2019-0F1-022913,1,,,,,,,
3045,1,,,,,,,
2019-0F1-022919,1,,,,,,,
3045,1,,,,,,,
2019-0F1-022925,1,,,,,,,
3045,1,,,,,,,
2019-0F1-023368,2,,,,,,,
995,1,,,,,,,
3479,1,,,,,,,
2019-0F1-023489,1,,,,,,,
3045,1,,,,,,,
2019-0F1-023536,1,,,,,,,
2596,1,,,,,,,
2019-0F1-024519,1,,,,,,,
3012,1,,,,,,,
2019-0F1-024528,1,,,,,,,
3149,1,,,,,,,
2019-0F1-024529,1,,,,,,,
3012,1,,,,,,,
2019-0F1-024881,1,,,,,,,
4008,1,,,,,,,
2019-0F1-025199,2,,,,,,,
1571,1,,,,,,,
3114,1,,,,,,,
2019-0F1-025284,1,,,,,,,
3045,1,,,,,,,
2019-0F1-025293,1,,,,,,,
3045,1,,,,,,,
2019-0F1-025297,1,,,,,,,
3045,1,,,,,,,
2019-0F1-025842,1,,,,,,,
4008,1,,,,,,,
2019-0F1-026061,1,,,,,,,
2664,1,,,,,,,
2019-0F1-026120,1,,,,,,,
1980,1,,,,,,,
2019-0F1-026181,1,,,,,,,
4008,1,,,,,,,
2019-0F1-026224,1,,,,,,,
3045,1,,,,,,,
2019-0F1-026382,2,,,,,,,
2580,1,,,,,,,
3912,1,,,,,,,
2019-0F1-026492,1,,,,,,,
3045,1,,,,,,,
2019-0F1-026509,1,,,,,,,
3045,1,,,,,,,
2019-0F1-026582,2,,,,,,,
2933,2,,,,,,,
2019-0F1-026712,2,,,,,,,
3383,2,,,,,,,
2019-0F1-026716,2,,,,,,,
3120,1,,,,,,,
3383,1,,,,,,,
2019-0F1-026877,2,,,,,,,
3194,2,,,,,,,
2019-0F1-027675,1,,,,,,,
2991,1,,,,,,,
2019-0F1-027717,1,,,,,,,
2991,1,,,,,,,
2019-0F1-028154,1,,,,,,,
3950,1,,,,,,,
2019-0F1-028262,2,,,,,,,
3019,1,,,,,,,
3287,1,,,,,,,
2019-0F1-028383,1,,,,,,,
1118,1,,,,,,,
2019-0F1-028420,1,,,,,,,
2559,1,,,,,,,
2019-0F1-028543,2,,,,,,,
4003,2,,,,,,,
2019-0F1-028848,2,,,,,,,
3434,1,,,,,,,
3956,1,,,,,,,
2019-0F1-029529,2,,,,,,,
3484,2,,,,,,,
2019-0F1-029543,1,,,,,,,
3114,1,,,,,,,
2019-0F1-030693,2,,,,,,,
3194,1,,,,,,,
3484,1,,,,,,,
2019-0F1-030923,1,,,,,,,
3960,1,,,,,,,
2019-0F1-031168,2,,,,,,,
2242,1,,,,,,,
2664,1,,,,,,,
2019-0F1-031242,3,,,,,,,
692,1,,,,,,,
3018,1,,,,,,,
3441,1,,,,,,,
2019-0F1-031490,1,,,,,,,
4008,1,,,,,,,
2019-0F1-031926,2,,,,,,,
692,2,,,,,,,
2019-0F1-032373,1,,,,,,,
3912,1,,,,,,,
2019-0F1-033668,1,,,,,,,
3657,1,,,,,,,
2019-0F1-034383,4,,,,,,,
995,1,,,,,,,
3194,1,,,,,,,
3285,1,,,,,,,
3973,1,,,,,,,
2019-0F1-034559,2,,,,,,,
3114,1,,,,,,,
4008,1,,,,,,,
2019-0F1-034651,1,,,,,,,
1118,1,,,,,,,
2019-0F1-035020,1,,,,,,,
3139,1,,,,,,,
2019-0F1-035594,2,,,,,,,
692,1,,,,,,,
4008,1,,,,,,,
2019-0F1-036377,1,,,,,,,
3048,1,,,,,,,
2019-0F1-036951,1,,,,,,,
2050,1,,,,,,,
2019-0F1-037100,9,,,,,,,
528,3,,,,,,,
3012,3,,,,,,,
3331,3,,,,,,,
2019-0F1-037203,2,,,,,,,
1971,1,,,,,,,
2051,1,,,,,,,
2019-0F1-037261,1,,,,,,,
963,1,,,,,,,
2019-0F1-037607,1,,,,,,,
3484,1,,,,,,,
2019-0F1-038035,1,,,,,,,
3960,1,,,,,,,
2019-0F1-038276,3,,,,,,,
1980,1,,,,,,,
3012,1,,,,,,,
3960,1,,,,,,,
2019-0F1-038413,4,,,,,,,
3441,2,,,,,,,
3552,2,,,,,,,
2019-0F1-038887,2,,,,,,,
3484,1,,,,,,,
3912,1,,,,,,,
2019-0F1-039065,1,,,,,,,
1793,1,,,,,,,
2019-0F1-039328,2,,,,,,,
3331,1,,,,,,,
4008,1,,,,,,,
2019-0F1-039468,1,,,,,,,
2559,1,,,,,,,
2019-0F1-039576,1,,,,,,,
1975,1,,,,,,,
2019-0F1-039577,1,,,,,,,
2740,1,,,,,,,
2019-0F1-039656,1,,,,,,,
1667,1,,,,,,,
2019-0F1-039714,2,,,,,,,
3441,1,,,,,,,
3576,1,,,,,,,
2019-0F1-040988,6,,,,,,,
3912,3,,,,,,,
4003,3,,,,,,,
2019-0F1-041833,3,,,,,,,
1571,1,,,,,,,
3012,1,,,,,,,
3018,1,,,,,,,
2019-0F1-041953,1,,,,,,,
3383,1,,,,,,,
2019-0F1-041985,1,,,,,,,
1980,1,,,,,,,
2019-0F1-042152,1,,,,,,,
3462,1,,,,,,,
2019-0F1-042208,2,,,,,,,
3912,2,,,,,,,
2019-0F1-042636,2,,,,,,,
4008,2,,,,,,,
2019-0F1-042676,1,,,,,,,
3194,1,,,,,,,
2019-0F1-043473,1,,,,,,,
741,1,,,,,,,
2019-0F1-043992,1,,,,,,,
3431,1,,,,,,,
2019-0F1-044713,3,,,,,,,
1571,1,,,,,,,
3114,1,,,,,,,
3383,1,,,,,,,
2019-0F1-045103,1,,,,,,,
2991,1,,,,,,,
2019-0F1-045161,1,,,,,,,
3155,1,,,,,,,
2019-0F1-045683,1,,,,,,,
2739,1,,,,,,,
2019-0F1-045714,1,,,,,,,
1763,1,,,,,,,
2019-0F1-046490,2,,,,,,,
1118,2,,,,,,,
2019-0F1-046562,1,,,,,,,
2474,1,,,,,,,
2019-0F1-046616,1,,,,,,,
3912,1,,,,,,,
2019-0F1-046764,1,,,,,,,
2947,1,,,,,,,
2019-0F1-047289,1,,,,,,,
3363,1,,,,,,,
2019-0F1-047592,1,,,,,,,
2711,1,,,,,,,
2019-0F1-047748,3,,,,,,,
2664,1,,,,,,,
2829,1,,,,,,,
3018,1,,,,,,,
2019-0F1-047968,1,,,,,,,
777,1,,,,,,,
2019-0F1-048234,1,,,,,,,
3479,1,,,,,,,
2019-0F1-048544,2,,,,,,,
1571,1,,,,,,,
3960,1,,,,,,,
2019-0F1-048709,1,,,,,,,
2266,1,,,,,,,
2019-0F1-049266,1,,,,,,,
1934,1,,,,,,,
2019-0F1-049300,2,,,,,,,
1793,1,,,,,,,
2559,1,,,,,,,
2019-0F1-049418,3,,,,,,,
777,1,,,,,,,
2596,1,,,,,,,
2613,1,,,,,,,
2019-0F1-049450,1,,,,,,,
3265,1,,,,,,,
2019-0F1-049493,1,,,,,,,
777,1,,,,,,,
2019-0F1-049522,1,,,,,,,
3048,1,,,,,,,
2019-0F1-049613,2,,,,,,,
560,1,,,,,,,
3285,1,,,,,,,
2019-0F1-049668,1,,,,,,,
2740,1,,,,,,,
2019-0F1-049707,1,,,,,,,
3160,1,,,,,,,
2019-0F1-049780,1,,,,,,,
3912,1,,,,,,,
2019-0F1-049822,1,,,,,,,
3114,1,,,,,,,
2019-0F1-049930,1,,,,,,,
1434,1,,,,,,,
2019-0F1-049990,1,,,,,,,
3160,1,,,,,,,
2019-0F1-049999,1,,,,,,,
3441,1,,,,,,,
2019-0F1-050416,3,,,,,,,
1763,1,,,,,,,
3169,1,,,,,,,
3995,1,,,,,,,
2019-0F1-050898,1,,,,,,,
3019,1,,,,,,,
2019-0F1-051343,1,,,,,,,
3462,1,,,,,,,
2019-0F1-051346,2,,,,,,,
3912,2,,,,,,,
2019-0F1-052407,1,,,,,,,
3912,1,,,,,,,
2019-0F1-052634,4,,,,,,,
692,2,,,,,,,
4008,2,,,,,,,
2019-0F1-053312,3,,,,,,,
2118,1,,,,,,,
3285,1,,,,,,,
3956,1,,,,,,,
2019-0F1-053986,2,,,,,,,
3287,1,,,,,,,
3956,1,,,,,,,
2019-0F1-054002,1,,,,,,,
3459,1,,,,,,,
